pdb	seed	DockQ_HA	iRMSD_HA	fnat_HA
8ido	102	0.008201733363876243	18.163096256183128	0.0
8ido	103	0.007871591345508968	18.2222697102969	0.0
8ido	104	0.007025889107003506	18.153010789833967	0.0
8ido	105	0.006624052677031614	19.684835018848776	0.0
8im0	101	0.9154833302430313	0.4637047902601726	0.875
8im0	102	0.9050492016055515	0.49855369902384433	0.8571428571428571
8im0	103	0.8920840970956091	0.5747405246648966	0.875
8im0	104	0.8889470673442839	0.485976523411109	0.8392857142857143
8im0	105	0.9400826880121825	0.4148173345270673	0.9107142857142857
8im1	101			
8im1	102			
8im1	103			
8im1	104			
8im1	105			
8ipc	101	0.42454050984022257	2.522205069936873	0.9183673469387755
8ipc	102	0.41031241002996194	2.7200062622671406	0.9183673469387755
8ipc	103	0.3959404332647179	3.0147665063499103	0.9183673469387755
8ipc	104	0.40871596025334417	2.700993621159553	0.9183673469387755
8ipc	105	0.41924001078174333	2.596775138394691	0.9183673469387755
8jel	101			
8jel	102			
8jel	103			
8jel	104			
8jel	105			
8jeo	101			
8jeo	102			
8jeo	103			
8jeo	104	0.9338750430511927	0.5607928448726267	0.9487179487179487
8jeo	105			
8jyr	101	0.039587730565337424	14.412686483928933	0.04878048780487805
8jyr	102	0.017653374236911542	16.02359929262479	0.0
8jyr	103	0.03823311032285465	16.29044101473683	0.0
8jyr	104	0.016790587045725867	16.17117765166129	0.0
8jyr	105	0.017383894102367774	16.131723598837482	0.0
8k33	101			
8k33	102			
8k33	103			
8k33	104			
8k33	105			
8k3k	101	0.014659081495132726	16.707883808180384	0.0
8k3k	102	0.013535361216155206	16.30256923933572	0.0
8k3k	103	0.014000066450458586	16.544120931234747	0.0
8k3k	104	0.012171221516826765	17.26972886204209	0.0
8k3k	105	0.01468651926692873	16.312024447712872	0.0
8k3l	101	0.908768048437398	0.5231005148412802	0.8518518518518519
8k3l	102	0.9155219900236616	0.5748507339722407	0.8888888888888888
8k3l	103	0.044210331558094236	12.528031853883776	0.05555555555555555
8k3l	104	0.9542682514056349	0.48396822585500615	0.9629629629629629
8k3l	105	0.9225824146758894	0.5365026758132574	0.8888888888888888
8opr	101	0.03354992045987445	20.338670201030318	0.0
8opr	102	0.04834175459431735	19.410609283155452	0.0
8opr	103	0.03728927587950009	19.907835898575193	0.0
8opr	104	0.02280807344447126	19.154635927853757	0.0
8opr	105	0.04573160954897309	17.81871930480433	0.014084507042253521
8oww	101	0.011165027883372787	17.337623987871027	0.0
8oww	102	0.01108003572593215	17.507832722841385	0.0
8oww	103	0.011624646014072303	16.178663246002255	0.0
8oww	104	0.010763856109323807	18.05177337700528	0.0
8oww	105	0.01258160022237683	15.894821010932448	0.0
8oxv	101	0.053019051616033507	11.134916398549025	0.09375
8oxv	102	0.017497097019752578	14.750518046559659	0.0
8oxv	103	0.011999061482131772	14.047669782247276	0.0
8oxv	104	0.0231897980257187	16.462495949846332	0.0
8oxv	105	0.021944068799860373	7.172990649270767	0.0
8oxw	101	0.01835408689573515	15.87063580150345	0.0
8oxw	102	0.023247136778076483	11.520929191809728	0.0
8oxw	103	0.028911658598717763	13.140737529582495	0.0
8oxw	104	0.03148355867076232	11.030601810546111	0.0
8oxw	105	0.2148177526242621	4.823644675368671	0.5
