pdb	trunk	DockQ_HA	iptm	aggregate_score
8jel	2		0.7040293216705322	0.7266096472740173
8jel	3		0.7038028836250305	0.7260652780532837
8jel	4		0.7058985233306885	0.7284734845161438
8jeo	0		0.7574389576911926	0.7775020003318787
8jeo	1		0.7639932632446289	0.7837193608283997
8jeo	2		0.7559829950332642	0.776175856590271
8jeo	3		0.7658279538154602	0.7852147817611694
8jeo	4		0.7657629251480103	0.7851589322090149
8jyr	0	0.0203145360148104	0.6363644599914551	0.6624320149421692
8jyr	1	0.0740534484625183	0.636891782283783	0.6635270118713379
8jyr	2	0.0233079015471043	0.638666033744812	0.665056586265564
8jyr	3	0.0184958411887689	0.6380959749221802	0.6646811962127686
8jyr	4	0.0263712846003373	0.6368887424468994	0.6632754802703857
8k33	1		0.2369699776172638	0.32447510957717896
8k33	2		0.23701027035713196	0.3242812156677246
8k33	3		0.26926589012145996	0.35114091634750366
8k33	4		0.27277782559394836	0.3539397716522217
8k3k	0	0.0070924644081647	0.2723187804222107	0.35133394598960876
8k3k	1	0.0075311860425565	0.4151499569416046	0.4774075746536255
8k3k	2	0.0070385018827397	0.3702816069126129	0.4380890130996704
8k3k	3	0.0072581812289727	0.3330499529838562	0.4050443768501282
8k3k	4	0.007081391953156	0.37289610505104065	0.4403018355369568
8k3l	0		0.209672212600708	0.29672694206237793
8k3l	1		0.21701382100582123	0.3036452531814575
8k3l	2		0.22653721272945404	0.31126636266708374
8k3l	3		0.22259411215782166	0.30784255266189575
8k3l	4		0.20954641699790955	0.2968503534793854
8opr	0	0.0325731996065125	0.14725670218467712	0.22594529390335083
8opr	1	0.0083579686995222	0.14520512521266937	0.22534483671188354
8opr	2	0.0337003490282767	0.14774121344089508	0.22582504153251648
8opr	3	0.0595968108032813	0.1476142704486847	0.2263721376657486
8opr	4	0.0234693543737645	0.15127693116664886	0.22756661474704742
8oww	0	0.0109061585413801	0.3302116394042969	0.413307249546051
8oww	1	0.0109339274768468	0.34262385964393616	0.4234859347343445
8oww	2	0.0109870046446718	0.34018608927726746	0.42169684171676636
8oww	3	0.0111799339608359	0.3595864772796631	0.4381866455078125
8oww	4	0.0109247861490131	0.31946468353271484	0.4050236940383911
8h63	2	0.7130516454670511	0.761427104473114	0.7952109575271606
8jel	1		0.7117663025856018	0.7337316870689392
